Name,Positive Score,Avg. Positive Steps,Negative Score,Avg. Negative Steps,Intermediate Node,Inconclusive Score,Veredict
education_Assoc_acdm,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
education_11th,0.0,0.0,0.75,2.81,marital_status_Never_married: 57.33% of times,0.25,Explainable/Conditional discrimination because of marital_status_Never_married
education_5th_6th,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
education_Doctorate,0.43,1.0,0.0,0.0,None,0.57,Too many inconclusive outputs
education_1st_4th,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
education_Preschool,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
marital_status_Never_married,0.0,0.0,0.98,1.21,None,0.02,Negative Discrimination
marital_status_Separated,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
marital_status_Married_civ_spouse,0.55,2.15,0.0,0.0,occupation_Exec_managerial: 45.45% of times,0.45,Apparent Favoritism
marital_status_Divorced,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
marital_status_Married_spouse_absent,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
marital_status_Widowed,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
marital_status_Married_AF_spouse,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Sales,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Other_service,0.0,0.0,1.0,1.0,None,0.0,Negative Discrimination
occupation_Prof_specialty,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Handlers_cleaners,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Adm_clerical,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Exec_managerial,0.86,1.0,0.0,0.0,None,0.14,Favoritism
occupation_Transport_moving,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Craft_repair,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Tech_support,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Machine_op_inspct,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Priv_house_serv,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Protective_serv,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Farming_fishing,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Armed_Forces,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
relationship_Own_child,0.0,0.0,0.93,2.3,marital_status_Never_married: 69.89% of times,0.07,Explainable/Conditional discrimination because of marital_status_Never_married
relationship_Not_in_family,0.04,2.75,0.45,1.76,marital_status_Never_married: 53.06% of times,0.51,Apparent Negative Discrimination
relationship_Husband,0.37,2.0,0.0,0.0,occupation_Exec_managerial: 89.19% of times,0.63,Too many inconclusive outputs
relationship_Wife,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
relationship_Unmarried,0.0,0.0,0.27,1.15,None,0.73,Too many inconclusive outputs
relationship_Other_relative,0.0,0.0,0.69,2.12,marital_status_Never_married: 78.26% of times,0.31,Explainable/Conditional discrimination because of marital_status_Never_married
race_White,0.3,3.43,0.05,4.4,occupation_Exec_managerial: 31.43% of times,0.65,Too many inconclusive outputs
race_Black,0.0,0.0,0.55,2.36,marital_status_Never_married: 58.18% of times,0.45,Apparent Negative Discrimination
race_Asian_Pac_Islander,0.14,2.43,0.04,3.0,education_Bachelors: 33.33% of times,0.82,Too many inconclusive outputs
race_Amer_Indian_Eskimo,0.03,4.67,0.47,4.26,education_HS_grad: 38.00% of times,0.5,Apparent Negative Discrimination
race_Other,0.04,4.75,0.24,3.67,marital_status_Never_married: 67.86% of times,0.72,Too many inconclusive outputs
age_young,0.0,0.0,0.67,2.36,marital_status_Never_married: 53.73% of times,0.33,Explainable/Conditional discrimination because of marital_status_Never_married
age_old,0.39,2.31,0.0,0.0,occupation_Exec_managerial: 46.15% of times,0.61,Too many inconclusive outputs
native_country_United_States,0.06,3.5,0.24,3.25,marital_status_Never_married: 43.33% of times,0.7,Too many inconclusive outputs
native_country_Mexico,0.02,4.0,0.2,3.05,marital_status_Never_married: 63.64% of times,0.78,Too many inconclusive outputs
native_country_India,0.41,3.34,0.0,0.0,education_Prof_school: 41.46% of times,0.59,Too many inconclusive outputs
native_country_Philippines,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Iran,0.19,3.47,0.04,4.25,education_Bachelors: 34.78% of times,0.77,Too many inconclusive outputs
native_country_El_Salvador,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Puerto_Rico,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Outlying_US_Guam_USVI_etc,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Haiti,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Cuba,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Cambodia,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Dominican_Republic,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Canada,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Ecuador,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Columbia,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Peru,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Poland,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_China,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_South,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Japan,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Jamaica,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Taiwan,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Guatemala,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Hong,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Italy,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Nicaragua,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Laos,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Thailand,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Vietnam,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Trinadad_Tobago,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
