Name,Positive Score,Avg. Positive Steps,Negative Score,Avg. Negative Steps,Intermediate Node,Inconclusive Score,Veredict
occupation_Handlers_cleaners,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Adm_clerical,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Exec_managerial,0.9,1.0,0.0,0.0,None,0.1,Favoritism
occupation_Transport_moving,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Craft_repair,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Tech_support,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Machine_op_inspct,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Priv_house_serv,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Protective_serv,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Farming_fishing,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
occupation_Armed_Forces,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
relationship_Own_child,0.0,0.0,1.0,2.4,marital_status_Never_married: 60.00% of times,0.0,Explainable/Conditional discrimination because of marital_status_Never_married
relationship_Not_in_family,0.0,0.0,0.6,1.83,marital_status_Never_married: 50.00% of times,0.4,Apparent Negative Discrimination
relationship_Husband,0.7,2.0,0.0,0.0,occupation_Exec_managerial: 71.43% of times,0.3,Explainable/Conditional favoritism because of occupation_Exec_managerial
relationship_Wife,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
relationship_Unmarried,0.0,0.0,0.4,1.0,None,0.6,Too many inconclusive outputs
relationship_Other_relative,0.0,0.0,0.6,2.17,marital_status_Never_married: 83.33% of times,0.4,Apparent Negative Discrimination
race_White,0.3,3.33,0.1,3.0,occupation_Exec_managerial: 50.00% of times,0.6,Too many inconclusive outputs
race_Black,0.0,0.0,0.4,3.0,occupation_Other_service: 50.00% of times,0.6,Too many inconclusive outputs
race_Asian_Pac_Islander,0.1,2.0,0.1,3.0,marital_status_Never_married: 50.00% of times,0.8,Too many inconclusive outputs
race_Amer_Indian_Eskimo,0.0,0.0,0.2,5.0,marital_status_Never_married: 100% of times,0.8,Too many inconclusive outputs
race_Other,0.1,5.0,0.1,4.0,occupation_Exec_managerial: 50.00% of times,0.8,Too many inconclusive outputs
age_young,0.0,0.0,0.7,2.29,marital_status_Never_married: 57.14% of times,0.3,Explainable/Conditional discrimination because of marital_status_Never_married
age_old,0.5,2.4,0.0,0.0,None,0.5,Apparent Favoritism
native_country_United_States,0.0,0.0,0.4,3.75,marital_status_Never_married: 75.00% of times,0.6,Too many inconclusive outputs
native_country_Mexico,0.0,0.0,0.1,3.0,marital_status_Never_married: 100% of times,0.9,Too many inconclusive outputs
native_country_India,0.5,4.0,0.0,0.0,occupation_Exec_managerial: 60.00% of times,0.5,Apparent Favoritism
native_country_Philippines,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Iran,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_El_Salvador,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Puerto_Rico,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Outlying_US_Guam_USVI_etc,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Haiti,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Cuba,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Cambodia,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Dominican_Republic,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Canada,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Ecuador,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Columbia,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Peru,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Poland,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_China,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_South,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Japan,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Jamaica,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Taiwan,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Guatemala,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Hong,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Italy,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Nicaragua,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Laos,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Thailand,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Vietnam,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
native_country_Trinadad_Tobago,0.0,0.0,0.0,0.0,-,1.0,Too many inconclusive outputs
