Negative Discrimination;Positive Discrimination;priors_count_Low;priors_count_Medium;priors_count_High;priors_count_VeryHigh;positive_risk;negative_risk;c_charge_degree_F;c_charge_degree_M;race_African_American;race_Caucasian;race_Other;age_cat_25_45;age_cat_Greater_45;age_cat_Less_25;sex_Female;sex_Male;GDS-;GDS+
0.13397336669061302;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4484166042033445;0.5515833957966555
0.15688011162121976;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5607814527719875;0.43921854722801246
0.15588851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4986053729536948;0.5013946270463052
0.15862603538770262;0.15589987519566423;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;1;0.504333760908572;0.49566623909142804
0.16208841464104795;0.16674449563466529;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0.4929202934862672;0.5070797065137328
0.16027623400132884;0.12434302062599885;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0.5631250570562767;0.4368749429437233
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.11683462600302302;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.4156906009181318;0.5843093990818682
0.15114452595402328;0.14034592898056605;1;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0.5185230713230051;0.4814769286769949
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1373183949570926;0.14061059178585394;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0.49407726975990773;0.5059227302400923
0.1527990471217313;0.15589987519566426;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0.4949775851974877;0.5050224148025123
0.1373694890707221;0.16626695175382292;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0.45241436995403483;0.5475856300459652
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1431153272418881;0.1598864738229724;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0.47232500512844433;0.5276749948715557
0.1418551584347066;0.129501308541565;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0.5227631388903327;0.47723686110966734
0.16237603538770265;0.1694454938165256;1;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0.48934749887119006;0.5106525011288099
0.14277018234590252;0.1566452760047401;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0.47682969721191115;0.5231703027880888
0.10983030104036452;0.17016456679420924;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0.39225826490953514;0.6077417350904648
0.13254525848370635;0.16108664016473218;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0.45139938505932214;0.5486006149406779
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.14183462600302305;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0.4520396641486549;0.5479603358513452
0.12886151535694262;0.14921080356670358;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.4634100792762682;0.5365899207237318
0.14457214783762598;0.1460705645068412;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.49742223595229995;0.5025777640477
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.10692152415018025;0.16144131532728004;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0.3984214966512178;0.6015785033487822
0.169572147837626;0.1460705645068412;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0.5372281418383218;0.4627718581616782
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.14694647733669342;0.15481257037468424;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0.4869662681241054;0.5130337318758946
0.17468399917129643;0.15395187427779228;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0.5315426990302625;0.4684573009697375
0.1817506621817962;0.1225913009963848;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0.5971922513866019;0.4028077486133981
0.125349146033783;0.1671659508535552;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0.42852197157557664;0.5714780284244234
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.16616947914053642;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0.5541075998006807;0.4458924001993193
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.1541425897866168;0.15643764106499988;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0.4963052199554202;0.5036947800445798
0.1411694791405364;0.14142156540710893;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.4995539733628572;0.5004460266371429
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.13254525848370635;0.16108664016473218;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0.45139938505932214;0.5486006149406779
0.15114452595402328;0.1480503103597047;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0.5051709040711418;0.49482909592885815
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.1589071098173768;0.1554223313148219;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0.5055431945700074;0.4944568054299926
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.1753925897866168;0.1351876410649999;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0.5647255438818083;0.4352744561181917
0.15688011162121976;0.13057694496810787;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.54575147148099;0.45424852851901
0.18810515843470665;0.11595568992070367;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.6186431415031589;0.3813568584968411
0.16237603538770265;0.14444549381652558;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0.5292198230314569;0.47078017696854313
0.14457214783762598;0.1460705645068412;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.49742223595229995;0.5025777640477
0.13463851355309964;0.1780105712925563;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4306377983468784;0.5693622016531217
0.1818801116212198;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0.5968121903959546;0.40318780960404543
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.13463851355309964;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4415177965794145;0.5584822034205855
0.16985322226730015;0.13788863924686018;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0.5519340834281805;0.4480659165718195
0.12426256826506808;0.18214527600474006;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0.4055463023839833;0.5944536976160166
0.1572576377370517;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0.5106780552388036;0.4893219447611964
0.11846563598027257;0.1628693939676216;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0.4210838444192801;0.5789161555807198
0.14485322226730016;0.14559302062599883;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.49872644529443877;0.5012735547055612
0.11683462600302302;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.40459982089965274;0.5954001791003473
0.1709339991712964;0.14040625565693088;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0.5490263354014538;0.45097366459854615
0.12166540290701926;0.16299449563466528;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0.42740619079228337;0.5725938092077166
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.10983030104036452;0.16091930913924285;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0.4056526654553863;0.5943473345446137
0.1572576377370517;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0.5106780552388036;0.4893219447611964
0.1686153272418881;0.14363173147793878;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0.5400061346716585;0.4599938653283415
0.12506152528712833;0.1817605712925563;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0.40760273357511806;0.592397266424882
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.1497625682650681;0.15664527600474007;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0.48876871485442225;0.5112312851455778
0.12426256826506808;0.17290001834977367;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0.41816357059149994;0.5818364294085001
0.13397336669061302;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4484166042033445;0.5515833957966555
0.1189484135040999;0.1464252396693891;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0.4482299281848335;0.5517700718151666
0.12426256826506808;0.18214527600474006;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0.4055463023839833;0.5944536976160166
0.14291540290701926;0.16674449563466529;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0.4615237671395829;0.5384762328604171
0.15379525848370637;0.13983664016473218;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0.5237689065514075;0.4762310934485925
0.14319647733669338;0.16626695175382292;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0.4627250391347833;0.5372749608652168
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.165822147837626;0.1248205645068412;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5705360595489318;0.42946394045106817
0.150349146033783;0.1671659508535552;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0.47351810199793554;0.5264818980020645
0.13397336669061302;0.17250087609593195;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4371439683560083;0.5628560316439917
0.16985322226730015;0.13788863924686018;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0.5519340834281805;0.4480659165718195
0.16027623400132884;0.12434302062599885;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0.5631250570562767;0.4368749429437233
0.14457214783762598;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5109669917977355;0.4890330082022645
0.14183462600302305;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0.46341870369336635;0.5365812963066336
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.14183462600302305;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0.4520396641486549;0.5479603358513452
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.15379525848370637;0.13983664016473218;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0.5237689065514075;0.4762310934485925
0.17468399917129643;0.15395187427779228;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0.5315426990302625;0.4684573009697375
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.12166540290701926;0.18029011425552666;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.402924921029098;0.5970750789709021
0.163084626003023;0.15068126060373324;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0.5197653185523557;0.48023468144764425
0.17296827021773506;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0.552958935351259;0.44704106464874105
0.14457214783762598;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5109669917977355;0.4890330082022645
0.12506152528712833;0.1817605712925563;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0.40760273357511806;0.592397266424882
0.13088851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0.45502843724787306;0.544971562752127
0.14457214783762598;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5109669917977355;0.4890330082022645
0.13397336669061302;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4484166042033445;0.5515833957966555
0.10963851355309966;0.19530618991341764;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0.3595357201051957;0.6404642798948044
0.1411694791405364;0.14142156540710893;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.4995539733628572;0.5004460266371429
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.1291425897866168;0.15643764106499988;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4522112381571588;0.5477887618428412
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.14428452709097134;0.13566518494584226;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0.5153944472427169;0.4846055527572831
0.136973250061107;0.1373693939676216;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0.4992780125235049;0.5007219874764951
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.14968399917129643;0.16165625565693095;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4807730348068228;0.5192269651931771
0.11683462600302302;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.4156906009181318;0.5843093990818682
0.1668551584347066;0.129501308541565;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0.5630218234720223;0.43697817652797766
0.17239452595402327;0.1268003103597047;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0.5761948570972488;0.4238051429027512
0.1817506621817962;0.1225913009963848;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0.5971922513866019;0.4028077486133981
0.12868306001718455;0.14790576461244156;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0.46525039538203017;0.5347496046179698
0.13254525848370635;0.16108664016473218;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0.45139938505932214;0.5486006149406779
0.10963851355309963;0.17801057129255624;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.38115370195573006;0.6188462980442699
0.12614452595402323;0.14034592898056603;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0.4733547623121651;0.5266452376878349
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.17511151535694267;0.13566518494584223;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0.5634641052123092;0.43653589478769084
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.10983030104036452;0.16091930913924285;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0.4056526654553863;0.5943473345446137
0.14666540290701927;0.18029011425552666;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0.44857907332423014;0.5514209266757699
0.14666540290701927;0.18029011425552666;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0.44857907332423014;0.5514209266757699
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.14694647733669342;0.16251695175382294;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0.47484278762293547;0.5251572123770645
0.17879525848370637;0.13983664016473218;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0.5611342092305062;0.43886579076949384
0.15114452595402328;0.14034592898056605;1;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0.5185230713230051;0.4814769286769949
0.12886151535694262;0.14921080356670358;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.4634100792762682;0.5365899207237318
0.16241947914053642;0.12017156540710891;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5747509776911993;0.4252490223088007
0.14968399917129643;0.16165625565693095;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4807730348068228;0.5192269651931771
0.14319647733669338;0.16626695175382292;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0.4627250391347833;0.5372749608652168
0.13254525848370635;0.16108664016473218;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0.45139938505932214;0.5486006149406779
0.16027623400132884;0.12434302062599885;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0.5631250570562767;0.4368749429437233
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.10692152415018025;0.16144131532728004;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0.3984214966512178;0.6015785033487822
0.14319647733669338;0.16626695175382292;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0.4627250391347833;0.5372749608652168
0.15034914603378302;0.15946156947441656;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0.48529356315890176;0.5147064368410983
0.13397336669061302;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4484166042033445;0.5515833957966555
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.1692845270909713;0.13566518494584223;0;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0.55512276421017;0.44487723578982996
0.10983030104036452;0.16091930913924285;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0.4056526654553863;0.5943473345446137
0.14457214783762598;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5109669917977355;0.4890330082022645
0.16616947914053642;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0.5541075998006807;0.4458924001993193
0.12234453588420893;0.14789569670641872;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0.4527250983740162;0.5472749016259838
0.12886151535694262;0.14921080356670358;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.4634100792762682;0.5365899207237318
0.17468399917129643;0.15395187427779228;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0.5315426990302625;0.4684573009697375
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.13088851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0.45502843724787306;0.544971562752127
0.16610322226730018;0.12434302062599888;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5718897260045513;0.42811027399544865
0.13533030104036453;0.14466456679420922;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0.48333136277454997;0.5166686372254501
0.14183462600302305;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0.46341870369336635;0.5365812963066336
0.15868306001718455;0.15715102226740796;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0.5024253838260496;0.4975746161739504
0.1291425897866168;0.15643764106499988;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4522112381571588;0.5477887618428412
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.12886151535694262;0.14921080356670358;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.4634100792762682;0.5365899207237318
0.16985322226730015;0.13788863924686018;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0.5519340834281805;0.4480659165718195
0.1431153272418881;0.1691317314779388;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0.4583400331412013;0.5416599668587987
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.10963851355309963;0.17801057129255624;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.38115370195573006;0.6188462980442699
0.13088851355309963;0.18176057129255624;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0.41864352047508724;0.5813564795249128
0.1411694791405364;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5135552140410644;0.4864447859589356
0.1373183949570926;0.14061059178585394;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0.49407726975990773;0.5059227302400923
0.1418551584347066;0.129501308541565;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0.5227631388903327;0.47723686110966734
0.14694647733669342;0.15481257037468424;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0.4869662681241054;0.5130337318758946
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.1431964773366934;0.14126695175382292;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0.5033915178289166;0.49660848217108344
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.13088851355309963;0.18176057129255624;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0.41864352047508724;0.5813564795249128
0.15379525848370637;0.13983664016473218;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0.5237689065514075;0.4762310934485925
0.17468399917129643;0.15395187427779228;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0.5315426990302625;0.4684573009697375
0.13192152415018024;0.16914569670641866;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0.4381796323586343;0.5618203676413658
0.11846563598027257;0.1628693939676216;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0.4210838444192801;0.5789161555807198
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.10963851355309963;0.17801057129255624;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.38115370195573006;0.6188462980442699
0.15688011162121976;0.13057694496810787;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.54575147148099;0.45424852851901
0.17468399917129643;0.16165625565693093;0;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0.5193669109292596;0.4806330890707404
0.13463851355309964;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4415177965794145;0.5584822034205855
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.13254525848370635;0.16108664016473218;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0.45139938505932214;0.5486006149406779
